DATE;REPORTTPYE;HOURLYDRYBULBTEMPF;HOURLYRelativeHumidity;HOURLYWindSpeed
01.01.2015 0:54;FM-15;22;50;10
01.01.2015 1:00;FM-12;22;50;10
01.01.2015 1:54;FM-15;22;50;10
01.01.2015 2:54;FM-15;22;50;11
01.01.2015 3:54;FM-15;24;46;13
01.01.2015 4:00;FM-12;24;46;13
01.01.2015 4:54;FM-15;22;52;15
01.01.2015 5:54;FM-15;23;48;17
01.01.2015 6:54;FM-15;23;50;14
01.01.2015 7:00;FM-12;23;50;14
01.01.2015 7:54;FM-15;22;52;13
01.01.2015 8:54;FM-15;25;44;16
01.01.2015 9:54;FM-15;28;39;14
01.01.2015 10:00;FM-12;28;39;14
01.01.2015 10:54;FM-15;30;34;18
01.01.2015 11:54;FM-15;31;35;17
01.01.2015 12:54;FM-15;32;33;16
01.01.2015 13:00;FM-12;32;33;16
01.01.2015 13:54;FM-15;33;32;14
01.01.2015 14:54;FM-15;33;33;16
01.01.2015 15:54;FM-15;31;36;13
01.01.2015 16:00;FM-12;31;36;13
01.01.2015 16:54;FM-15;31;38;14
01.01.2015 17:54;FM-15;30;41;16
01.01.2015 18:54;FM-15;31;40;15
01.01.2015 19:00;FM-12;31;40;15
01.01.2015 19:54;FM-15;30;41;13
01.01.2015 20:54;FM-15;30;47;11
01.01.2015 21:54;FM-15;31;47;11
01.01.2015 22:00;FM-12;31;47;11
01.01.2015 22:54;FM-15;31;52;18
01.01.2015 23:54;FM-15;31;54;14
01.01.2015 23:59;SOD;NA;NA;NA
02.01.2015 0:54;FM-15;33;49;13
02.01.2015 1:00;FM-12;33;49;13
02.01.2015 1:54;FM-15;33;49;11
02.01.2015 2:54;FM-15;32;52;10
02.01.2015 3:54;FM-15;32;52;11
02.01.2015 4:00;FM-12;32;52;11
02.01.2015 4:54;FM-15;32;50;11
02.01.2015 5:54;FM-15;34;46;13
02.01.2015 6:54;FM-15;34;48;15
02.01.2015 7:00;FM-12;34;48;15
02.01.2015 7:54;FM-15;33;49;11
02.01.2015 8:54;FM-15;36;46;11
02.01.2015 9:54;FM-15;38;43;16
02.01.2015 10:00;FM-12;38;43;16
02.01.2015 10:54;FM-15;39;39;17
02.01.2015 11:54;FM-15;38;43;15
02.01.2015 12:54;FM-15;40;40;18
02.01.2015 13:00;FM-12;40;40;18
02.01.2015 13:54;FM-15;40;38;14
02.01.2015 14:54;FM-15;39;41;14
02.01.2015 15:54;FM-15;38;41;16
02.01.2015 16:00;FM-12;38;41;16
02.01.2015 16:54;FM-15;36;44;14
02.01.2015 17:54;FM-15;35;42;11
02.01.2015 18:54;FM-15;34;44;11
02.01.2015 19:00;FM-12;34;44;11
02.01.2015 19:54;FM-15;34;44;11
02.01.2015 20:54;FM-15;33;45;10
02.01.2015 21:54;FM-15;33;43;13
02.01.2015 22:00;FM-12;33;43;13
02.01.2015 22:54;FM-15;33;43;8
02.01.2015 23:54;FM-15;31;43;8
02.01.2015 23:59;SOD;NA;NA;NA
03.01.2015 0:54;FM-15;27;51;9
03.01.2015 1:00;FM-12;27;51;9
03.01.2015 1:54;FM-15;26;51;3
03.01.2015 2:54;FM-15;24;55;6
03.01.2015 3:54;FM-15;24;55;8
03.01.2015 4:00;FM-12;24;55;8
03.01.2015 4:54;FM-15;24;52;8
03.01.2015 5:54;FM-15;23;57;7
03.01.2015 6:54;FM-15;23;55;8
03.01.2015 7:00;FM-12;23;55;8
03.01.2015 7:54;FM-15;23;55;5
03.01.2015 8:54;FM-15;24;50;5
03.01.2015 9:54;FM-15;26;51;0
03.01.2015 10:00;FM-12;26;51;0
03.01.2015 10:54;FM-15;28;51;5
03.01.2015 11:54;FM-15;29;54;5
03.01.2015 12:54;FM-15;29;56;10
03.01.2015 13:00;FM-12;29;56;10
03.01.2015 13:54;FM-15;30;56;11
03.01.2015 14:54;FM-15;30;56;10
03.01.2015 15:54;FM-15;30;58;10
03.01.2015 16:00;FM-12;30;58;10
03.01.2015 16:54;FM-15;31;61;15
03.01.2015 17:20;FM-16;30;69;16
03.01.2015 17:54;FM-15;30;82;15
03.01.2015 18:16;FM-16;30;86;14
03.01.2015 18:29;FM-16;30;93;18
03.01.2015 18:37;FM-16;30;93;14
03.01.2015 18:54;FM-15;31;96;18
03.01.2015 19:00;FM-12;31;96;18
03.01.2015 19:26;FM-16;32;93;16
03.01.2015 19:44;FM-16;34;93;20
03.01.2015 19:54;FM-15;33;96;22
03.01.2015 20:43;FM-16;34;93;17
03.01.2015 20:54;FM-15;34;97;16
03.01.2015 21:07;FM-16;34;100;15
03.01.2015 21:54;FM-15;35;96;16
03.01.2015 22:00;FM-12;35;96;16
03.01.2015 22:12;FM-16;36;93;18
03.01.2015 22:54;FM-15;37;93;17
03.01.2015 23:54;FM-15;37;96;16
03.01.2015 23:59;SOD;NA;NA;NA
04.01.2015 0:54;FM-15;38;100;10
04.01.2015 1:00;FM-12;38;100;10
04.01.2015 1:03;FM-16;39;93;15
04.01.2015 1:54;FM-15;40;97;10
04.01.2015 2:46;FM-16;41;93;11
04.01.2015 2:54;FM-15;41;100;11
04.01.2015 3:49;FM-16;43;100;8
04.01.2015 3:54;FM-15;42;100;10
04.01.2015 4:00;FM-12;42;100;10
04.01.2015 4:09;FM-16;41;100;7
04.01.2015 4:36;FM-16;43;93;8
04.01.2015 4:54;FM-15;41;96;9
04.01.2015 5:54;FM-15;40;97;8
04.01.2015 6:52;FM-16;39;100;5
04.01.2015 6:54;FM-15;40;97;7
04.01.2015 7:00;FM-12;40;97;7
04.01.2015 7:45;FM-16;37;93;11
04.01.2015 7:54;FM-15;36;97;9
04.01.2015 8:54;FM-15;36;97;6
04.01.2015 9:31;FM-16;36;93;5
04.01.2015 9:54;FM-15;36;93;5
04.01.2015 10:00;FM-12;36;93;5
04.01.2015 10:54;FM-15;37;93;6
04.01.2015 11:54;FM-15;37;100;7
04.01.2015 12:54;FM-15;41;93;0
04.01.2015 13:00;FM-12;41;93;0
04.01.2015 13:54;FM-15;41;93;8
04.01.2015 14:08;FM-16;39;100;7
04.01.2015 14:10;FM-16;39;100;5
04.01.2015 14:54;FM-15;40;97;5
04.01.2015 15:54;FM-15;40;97;6
04.01.2015 16:00;FM-12;40;97;6
04.01.2015 16:54;FM-15;40;100;5
04.01.2015 16:59;FM-16;39;100;6
04.01.2015 17:15;FM-16;43;100;9
04.01.2015 17:30;FM-16;43;100;9
04.01.2015 17:54;FM-15;43;97;6
04.01.2015 18:54;FM-15;46;96;8
04.01.2015 19:00;FM-12;46;96;8
04.01.2015 19:54;FM-15;49;93;13
04.01.2015 20:27;FM-16;48;100;10
04.01.2015 20:54;FM-15;51;92;10
04.01.2015 21:09;FM-16;52;94;10
04.01.2015 21:54;FM-15;51;96;9
04.01.2015 22:00;FM-12;51;96;9
04.01.2015 22:54;FM-15;51;89;14
04.01.2015 23:54;FM-15;50;83;15
04.01.2015 23:59;SOD;NA;NA;NA
05.01.2015 0:16;FM-16;48;71;25
05.01.2015 0:27;FM-16;46;71;18
05.01.2015 0:54;FM-15;46;68;18
05.01.2015 1:00;FM-12;46;68;18
05.01.2015 1:54;FM-15;44;65;17
05.01.2015 2:54;FM-15;43;60;20
05.01.2015 3:54;FM-15;42;55;18
05.01.2015 4:00;FM-12;42;55;18
05.01.2015 4:54;FM-15;41;57;16
05.01.2015 5:54;FM-15;40;55;23
05.01.2015 6:54;FM-15;39;50;23
05.01.2015 7:00;FM-12;39;50;23
05.01.2015 7:54;FM-15;37;46;20
05.01.2015 8:54;FM-15;37;41;24
05.01.2015 9:54;FM-15;36;35;23
05.01.2015 10:00;FM-12;36;35;23
05.01.2015 10:54;FM-15;36;35;23
05.01.2015 11:54;FM-15;34;32;30
05.01.2015 12:54;FM-15;34;31;23
05.01.2015 13:00;FM-12;34;31;23
05.01.2015 13:54;FM-15;35;32;18
05.01.2015 14:54;FM-15;30;33;26
05.01.2015 15:54;FM-15;28;28;30
05.01.2015 16:00;FM-12;28;28;30
05.01.2015 16:54;FM-15;25;32;29
05.01.2015 17:54;FM-15;24;32;29
05.01.2015 18:54;FM-15;22;33;23
05.01.2015 19:00;FM-12;22;33;23
05.01.2015 19:54;FM-15;21;34;24
05.01.2015 20:54;FM-15;20;34;21
05.01.2015 21:54;FM-15;19;34;14
05.01.2015 22:54;FM-15;18;34;20
05.01.2015 23:54;FM-15;17;35;18
05.01.2015 23:59;SOD;NA;NA;NA
06.01.2015 0:54;FM-15;17;37;21
06.01.2015 1:00;FM-12;17;37;21
06.01.2015 1:54;FM-15;16;43;15
06.01.2015 2:54;FM-15;16;43;20
06.01.2015 3:54;FM-15;15;46;17
06.01.2015 4:00;FM-12;15;46;17
06.01.2015 4:54;FM-15;15;49;9
06.01.2015 5:54;FM-15;15;51;10
06.01.2015 6:54;FM-15;15;51;14
06.01.2015 7:00;FM-12;15;51;14
06.01.2015 7:54;FM-15;16;49;7
06.01.2015 8:54;FM-15;17;47;9
06.01.2015 9:54;FM-15;17;47;11
06.01.2015 10:00;FM-12;17;47;11
06.01.2015 10:54;FM-15;18;49;11
06.01.2015 11:46;FM-16;18;62;7
06.01.2015 11:54;FM-15;17;64;6
06.01.2015 12:02;FM-16;18;68;9
06.01.2015 12:21;FM-16;16;79;7
06.01.2015 12:54;FM-15;16;77;8
06.01.2015 13:00;FM-12;16;77;8
06.01.2015 13:54;FM-15;17;74;7
06.01.2015 14:03;FM-16;18;73;8
06.01.2015 14:54;FM-15;17;74;3
06.01.2015 15:54;FM-15;17;74;5
06.01.2015 16:00;FM-12;17;74;5
06.01.2015 16:37;FM-16;18;68;3
06.01.2015 16:54;FM-15;17;68;5
06.01.2015 17:36;FM-16;18;73;5
06.01.2015 17:54;FM-15;17;77;3
06.01.2015 18:54;FM-15;17;77;5
06.01.2015 19:00;FM-12;17;77;5
06.01.2015 19:54;FM-15;17;77;3
06.01.2015 20:29;FM-16;16;79;3
06.01.2015 20:52;FM-16;16;79;0
06.01.2015 20:54;FM-15;15;80;0
06.01.2015 21:54;FM-15;15;77;7
06.01.2015 22:00;FM-12;15;77;7
06.01.2015 22:54;FM-15;15;80;8
06.01.2015 23:54;FM-15;16;77;6
06.01.2015 23:59;SOD;NA;NA;NA
07.01.2015 0:54;FM-15;16;77;7
07.01.2015 1:00;FM-12;16;77;7
07.01.2015 1:54;FM-15;17;77;6
07.01.2015 2:54;FM-15;16;84;8
07.01.2015 3:54;FM-15;16;80;13
07.01.2015 4:00;FM-12;16;80;13
07.01.2015 4:54;FM-15;17;74;8
07.01.2015 5:54;FM-15;18;65;11
07.01.2015 6:54;FM-15;16;71;11
07.01.2015 7:00;FM-12;16;71;11
07.01.2015 7:54;FM-15;16;74;10
07.01.2015 8:54;FM-15;20;62;11
07.01.2015 9:54;FM-15;21;59;16
07.01.2015 10:00;FM-12;21;59;16
07.01.2015 10:54;FM-15;23;50;16
07.01.2015 11:54;FM-15;23;48;22
07.01.2015 12:54;FM-15;23;44;21
07.01.2015 13:00;FM-12;23;44;21
07.01.2015 13:54;FM-15;25;40;17
07.01.2015 14:54;FM-15;24;40;16
07.01.2015 15:54;FM-15;23;42;15
07.01.2015 16:00;FM-12;23;42;15
07.01.2015 16:17;FM-16;19;68;18
07.01.2015 16:23;FM-16;19;68;11
07.01.2015 16:46;FM-16;21;58;15
07.01.2015 16:54;FM-15;21;54;16
07.01.2015 17:54;FM-15;19;27;21
07.01.2015 18:54;FM-15;15;32;28
07.01.2015 19:00;FM-12;15;32;28
07.01.2015 19:54;FM-15;12;42;24
07.01.2015 20:54;FM-15;9;39;24
07.01.2015 21:54;FM-15;7;41;17
07.01.2015 22:00;FM-12;7;41;17
07.01.2015 22:54;FM-15;5;42;21
07.01.2015 23:54;FM-15;5;42;17
07.01.2015 23:59;SOD;NA;NA;NA
08.01.2015 0:54;FM-15;3;42;18
08.01.2015 1:00;FM-12;3;42;18
08.01.2015 1:54;FM-15;2;46;16
08.01.2015 2:54;FM-15;1;46;16
08.01.2015 3:54;FM-15;0;49;14
08.01.2015 4:00;FM-12;0;49;14
08.01.2015 4:54;FM-15;-1;48;14
08.01.2015 5:54;FM-15;-1;46;13
08.01.2015 6:54;FM-15;-1;46;15
08.01.2015 7:00;FM-12;-1;46;15
08.01.2015 7:54;FM-15;0;41;14
08.01.2015 8:54;FM-15;1;42;17
08.01.2015 9:54;FM-15;4;40;15
08.01.2015 10:00;FM-12;4;40;15
08.01.2015 10:54;FM-15;9;37;10
08.01.2015 11:54;FM-15;13;40;11
08.01.2015 12:54;FM-15;15;42;13
08.01.2015 13:00;FM-12;15;42;13
08.01.2015 13:54;FM-15;18;41;14
08.01.2015 14:54;FM-15;18;41;17
08.01.2015 15:54;FM-15;18;41;13
08.01.2015 16:00;FM-12;18;41;13
08.01.2015 16:54;FM-15;18;41;11
08.01.2015 17:54;FM-15;17;45;14
08.01.2015 18:54;FM-15;17;47;13
08.01.2015 19:00;FM-12;17;47;13
08.01.2015 19:54;FM-15;18;45;14
08.01.2015 20:54;FM-15;18;45;14
08.01.2015 21:54;FM-15;18;49;13
08.01.2015 22:00;FM-12;18;49;13
08.01.2015 22:54;FM-15;18;57;15
08.01.2015 23:54;FM-15;19;59;20
08.01.2015 23:59;SOD;NA;NA;NA
09.01.2015 0:54;FM-15;20;65;16
09.01.2015 1:00;FM-12;20;65;16
09.01.2015 1:54;FM-15;21;68;17
09.01.2015 2:54;FM-15;21;65;13
09.01.2015 3:54;FM-15;21;57;16
09.01.2015 4:00;FM-12;21;57;16
09.01.2015 4:54;FM-15;22;63;14
09.01.2015 5:54;FM-15;23;65;14
09.01.2015 6:54;FM-15;26;69;13
09.01.2015 7:00;FM-12;26;69;13
09.01.2015 7:54;FM-15;28;69;15
09.01.2015 8:54;FM-15;28;66;17
09.01.2015 9:17;FM-16;27;74;21
09.01.2015 9:25;FM-16;27;74;18
09.01.2015 9:52;FM-16;25;86;20
09.01.2015 9:54;FM-15;25;88;18
09.01.2015 10:00;FM-12;25;88;18
09.01.2015 10:10;FM-16;27;80;22
09.01.2015 10:54;FM-15;25;85;20
09.01.2015 11:48;FM-16;25;80;18
09.01.2015 11:54;FM-15;25;75;20
09.01.2015 12:54;FM-15;26;69;15
09.01.2015 13:00;FM-12;26;69;15
09.01.2015 13:54;FM-15;29;51;18
09.01.2015 14:54;FM-15;29;47;22
09.01.2015 15:54;FM-15;29;43;15
09.01.2015 16:00;FM-12;29;43;15
09.01.2015 16:54;FM-15;28;44;14
09.01.2015 17:54;FM-15;28;49;11
09.01.2015 18:54;FM-15;26;53;10
09.01.2015 19:00;FM-12;26;53;10
09.01.2015 19:54;FM-15;26;51;8
09.01.2015 20:54;FM-15;24;52;9
09.01.2015 21:54;FM-15;24;50;6
09.01.2015 22:00;FM-12;24;50;6
09.01.2015 22:54;FM-15;22;57;9
09.01.2015 23:54;FM-15;23;53;11
09.01.2015 23:59;SOD;NA;NA;NA
10.01.2015 0:54;FM-15;23;50;9
10.01.2015 1:00;FM-12;23;50;9
10.01.2015 1:54;FM-15;22;52;9
10.01.2015 2:54;FM-15;21;54;9
10.01.2015 3:54;FM-15;20;57;8
10.01.2015 4:00;FM-12;20;57;8
10.01.2015 4:54;FM-15;20;57;9
10.01.2015 5:54;FM-15;19;62;11
10.01.2015 6:54;FM-15;19;57;13
10.01.2015 7:00;FM-12;19;57;13
10.01.2015 7:54;FM-15;18;54;13
10.01.2015 8:54;FM-15;19;54;13
10.01.2015 9:54;FM-15;20;52;16
10.01.2015 10:00;FM-12;20;52;16
10.01.2015 10:54;FM-15;22;48;11
10.01.2015 11:54;FM-15;23;46;13
10.01.2015 12:54;FM-15;24;42;14
10.01.2015 13:00;FM-12;24;42;14
10.01.2015 13:54;FM-15;24;38;16
10.01.2015 14:54;FM-15;24;35;11
10.01.2015 15:54;FM-15;23;38;11
10.01.2015 16:00;FM-12;23;38;11
10.01.2015 16:54;FM-15;22;38;14
10.01.2015 17:54;FM-15;21;38;11
10.01.2015 18:54;FM-15;21;38;9
10.01.2015 19:00;FM-12;21;38;9
10.01.2015 19:54;FM-15;19;43;11
10.01.2015 20:54;FM-15;19;41;9
10.01.2015 21:54;FM-15;19;39;15
10.01.2015 22:00;FM-12;19;39;15
10.01.2015 22:54;FM-15;18;43;11
10.01.2015 23:54;FM-15;17;45;13
10.01.2015 23:59;SOD;NA;NA;NA
11.01.2015 0:54;FM-15;17;47;9
11.01.2015 1:00;FM-12;17;47;9
11.01.2015 1:54;FM-15;17;47;14
11.01.2015 2:54;FM-15;17;47;10
11.01.2015 3:54;FM-15;17;45;11
11.01.2015 4:00;FM-12;17;45;11
11.01.2015 4:54;FM-15;15;53;10
11.01.2015 5:54;FM-15;16;49;8
11.01.2015 6:54;FM-15;16;49;11
11.01.2015 7:00;FM-12;16;49;11
11.01.2015 7:54;FM-15;18;49;6
11.01.2015 8:54;FM-15;19;45;7
11.01.2015 9:54;FM-15;20;45;7
11.01.2015 10:00;FM-12;20;45;7
11.01.2015 10:54;FM-15;23;44;6
11.01.2015 11:54;FM-15;26;42;6
11.01.2015 12:54;FM-15;29;38;15
11.01.2015 13:00;FM-12;29;38;15
11.01.2015 13:54;FM-15;28;34;10
11.01.2015 14:54;FM-15;29;38;9
11.01.2015 15:54;FM-15;29;36;10
11.01.2015 16:00;FM-12;29;36;10
11.01.2015 16:54;FM-15;28;43;10
11.01.2015 17:54;FM-15;28;47;9
11.01.2015 18:54;FM-15;29;47;9
11.01.2015 19:00;FM-12;29;47;9
11.01.2015 19:54;FM-15;30;47;8
11.01.2015 20:54;FM-15;30;51;8
11.01.2015 21:54;FM-15;30;58;8
11.01.2015 22:00;FM-12;30;58;8
11.01.2015 22:54;FM-15;32;64;13
11.01.2015 23:54;FM-15;33;64;13
11.01.2015 23:59;SOD;NA;NA;NA
12.01.2015 0:54;FM-15;34;59;11
12.01.2015 1:00;FM-12;34;59;11
12.01.2015 1:54;FM-15;35;57;15
12.01.2015 2:54;FM-15;36;48;15
12.01.2015 3:54;FM-15;36;52;14
12.01.2015 4:00;FM-12;36;52;14
12.01.2015 4:54;FM-15;36;50;14
12.01.2015 5:54;FM-15;37;44;7
12.01.2015 6:54;FM-15;36;48;7
12.01.2015 7:00;FM-12;36;48;7
12.01.2015 7:54;FM-15;36;52;6
12.01.2015 8:11;FM-16;36;56;7
12.01.2015 8:54;FM-15;37;52;11
12.01.2015 9:54;FM-15;38;51;11
12.01.2015 10:00;FM-12;38;51;11
12.01.2015 10:06;FM-16;37;52;14
12.01.2015 10:54;FM-15;37;65;9
12.01.2015 11:40;FM-16;37;70;10
12.01.2015 11:54;FM-15;37;76;13
12.01.2015 12:54;FM-15;37;82;9
12.01.2015 13:00;FM-12;37;82;9
12.01.2015 13:54;FM-15;37;89;9
12.01.2015 14:54;FM-15;36;97;5
12.01.2015 14:57;FM-16;36;100;6
12.01.2015 15:23;FM-16;36;100;5
12.01.2015 15:44;FM-16;36;100;0
12.01.2015 15:52;FM-16;36;100;0
12.01.2015 15:54;FM-15;36;97;0
12.01.2015 16:00;FM-12;36;97;0
12.01.2015 16:54;FM-15;37;96;5
12.01.2015 17:18;FM-16;37;93;6
12.01.2015 17:28;FM-16;37;93;3
12.01.2015 17:54;FM-15;38;89;5
12.01.2015 18:36;FM-16;37;93;8
12.01.2015 18:51;FM-16;37;93;9
12.01.2015 18:54;FM-15;37;93;8
12.01.2015 19:00;FM-12;37;93;8
12.01.2015 19:54;FM-15;37;89;7
12.01.2015 20:54;FM-15;37;89;7
12.01.2015 21:54;FM-15;36;89;9
12.01.2015 22:00;FM-12;36;89;9
12.01.2015 22:54;FM-15;36;82;13
12.01.2015 23:54;FM-15;35;78;15
12.01.2015 23:59;SOD;NA;NA;NA
13.01.2015 0:54;FM-15;34;70;14
13.01.2015 1:00;FM-12;34;70;14
13.01.2015 1:54;FM-15;33;61;16
13.01.2015 2:54;FM-15;31;61;16
13.01.2015 3:54;FM-15;30;58;13
13.01.2015 4:00;FM-12;30;58;13
13.01.2015 4:54;FM-15;28;63;14
13.01.2015 5:54;FM-15;25;58;17
13.01.2015 6:54;FM-15;22;52;16
13.01.2015 7:00;FM-12;22;52;16
13.01.2015 7:54;FM-15;20;48;13
13.01.2015 8:54;FM-15;19;43;16
13.01.2015 9:54;FM-15;19;45;14
13.01.2015 10:00;FM-12;19;45;14
13.01.2015 10:54;FM-15;20;45;9
13.01.2015 11:54;FM-15;22;42;6
13.01.2015 12:54;FM-15;23;42;7
13.01.2015 13:00;FM-12;23;42;7
13.01.2015 13:54;FM-15;24;38;6
13.01.2015 14:54;FM-15;23;42;6
13.01.2015 15:54;FM-15;22;42;6
13.01.2015 16:00;FM-12;22;42;6
13.01.2015 16:54;FM-15;21;43;8
13.01.2015 17:54;FM-15;20;43;8
13.01.2015 18:54;FM-15;20;40;8
13.01.2015 19:00;FM-12;20;40;8
13.01.2015 19:54;FM-15;19;37;7
13.01.2015 20:54;FM-15;17;39;9
13.01.2015 21:54;FM-15;16;41;9
13.01.2015 22:00;FM-12;16;41;9
13.01.2015 22:54;FM-15;15;42;8
13.01.2015 23:42;FM-16;16;45;8
13.01.2015 23:54;FM-15;15;44;9
13.01.2015 23:59;SOD;NA;NA;NA
14.01.2015 0:54;FM-15;14;47;9
14.01.2015 1:00;FM-12;14;47;9
14.01.2015 1:54;FM-15;14;44;11
14.01.2015 2:54;FM-15;14;47;7
14.01.2015 3:54;FM-15;14;49;9
14.01.2015 4:00;FM-12;14;49;9
14.01.2015 4:54;FM-15;14;49;6
14.01.2015 5:54;FM-15;15;49;10
14.01.2015 6:54;FM-15;15;51;5
14.01.2015 7:00;FM-12;15;51;5
14.01.2015 7:54;FM-15;16;54;9
14.01.2015 8:54;FM-15;18;54;10
14.01.2015 9:54;FM-15;20;55;6
14.01.2015 10:00;FM-12;20;55;6
14.01.2015 10:54;FM-15;20;57;7
14.01.2015 11:54;FM-15;21;57;8
14.01.2015 12:54;FM-15;23;57;9
14.01.2015 13:00;FM-12;23;57;9
14.01.2015 13:54;FM-15;24;60;8
14.01.2015 14:54;FM-15;24;62;8
14.01.2015 15:54;FM-15;24;65;6
14.01.2015 16:00;FM-12;24;65;6
14.01.2015 16:54;FM-15;24;71;9
14.01.2015 17:54;FM-15;23;81;8
14.01.2015 18:10;FM-16;23;86;9
14.01.2015 18:52;FM-16;23;86;9
14.01.2015 18:54;FM-15;23;85;8
14.01.2015 19:00;FM-12;23;85;8
14.01.2015 19:54;FM-15;24;84;13
14.01.2015 20:54;FM-15;24;84;11
14.01.2015 21:27;FM-16;25;86;9
14.01.2015 21:42;FM-16;25;86;9
14.01.2015 21:54;FM-15;25;85;9
14.01.2015 22:00;FM-12;25;85;9
14.01.2015 22:54;FM-15;25;85;10
14.01.2015 23:54;FM-15;25;85;10
14.01.2015 23:59;SOD;NA;NA;NA
15.01.2015 0:01;FM-16;25;86;11
15.01.2015 0:54;FM-15;25;85;9
15.01.2015 1:00;FM-12;25;85;9
15.01.2015 1:54;FM-15;26;84;10
15.01.2015 2:52;FM-16;27;86;11
15.01.2015 2:54;FM-15;26;88;9
15.01.2015 3:06;FM-16;27;86;10
15.01.2015 3:22;FM-16;25;93;11
15.01.2015 3:54;FM-15;25;88;9
15.01.2015 4:00;FM-12;25;88;9
15.01.2015 4:46;FM-16;25;86;11
15.01.2015 4:54;FM-15;25;88;10
15.01.2015 5:54;FM-15;26;81;11
15.01.2015 6:45;FM-16;25;86;10
15.01.2015 6:54;FM-15;25;88;10
15.01.2015 7:00;FM-12;25;88;10
15.01.2015 7:33;FM-16;25;86;10
15.01.2015 7:54;FM-15;25;88;10
15.01.2015 8:54;FM-15;26;84;11
15.01.2015 9:52;FM-16;27;86;7
15.01.2015 9:54;FM-15;27;85;10
15.01.2015 10:00;FM-12;27;85;10
15.01.2015 10:15;FM-16;27;86;8
15.01.2015 10:52;FM-16;27;86;9
15.01.2015 10:54;FM-15;27;85;8
15.01.2015 11:33;FM-16;27;93;9
15.01.2015 11:54;FM-15;27;92;8
15.01.2015 12:37;FM-16;27;93;7
15.01.2015 12:52;FM-16;27;93;8
15.01.2015 12:54;FM-15;27;92;8
15.01.2015 13:00;FM-12;27;92;8
15.01.2015 13:54;FM-15;28;92;7
15.01.2015 14:38;FM-16;28;93;9
15.01.2015 14:54;FM-15;29;89;8
15.01.2015 15:01;FM-16;28;93;7
15.01.2015 15:29;FM-16;28;93;7
15.01.2015 15:43;FM-16;28;93;8
15.01.2015 15:54;FM-15;29;89;8
15.01.2015 16:00;FM-12;29;89;8
15.01.2015 16:06;FM-16;28;93;8
15.01.2015 16:18;FM-16;28;93;11
15.01.2015 16:27;FM-16;28;93;10
15.01.2015 16:52;FM-16;28;93;8
15.01.2015 16:54;FM-15;29;92;8
15.01.2015 17:45;FM-16;30;86;8
15.01.2015 17:52;FM-16;30;86;11
15.01.2015 17:54;FM-15;30;88;11
15.01.2015 18:10;FM-16;30;86;10
15.01.2015 18:32;FM-16;30;86;11
15.01.2015 18:39;FM-16;30;86;13
15.01.2015 18:54;FM-15;30;85;10
15.01.2015 19:00;FM-12;30;85;10
15.01.2015 19:17;FM-16;30;86;9
15.01.2015 19:54;FM-15;31;82;11
15.01.2015 20:54;FM-15;29;72;11
15.01.2015 21:54;FM-15;27;72;9
15.01.2015 22:00;FM-12;27;72;9
15.01.2015 22:54;FM-15;26;63;10
15.01.2015 23:54;FM-15;25;60;13
15.01.2015 23:59;SOD;NA;NA;NA
16.01.2015 0:54;FM-15;26;55;13
16.01.2015 1:00;FM-12;26;55;13
16.01.2015 1:54;FM-15;23;68;9
16.01.2015 2:54;FM-15;23;68;10
16.01.2015 3:54;FM-15;24;65;10
16.01.2015 4:00;FM-12;24;65;10
16.01.2015 4:54;FM-15;22;71;9
16.01.2015 5:54;FM-15;22;71;11
16.01.2015 6:54;FM-15;22;71;9
16.01.2015 7:00;FM-12;22;71;9
16.01.2015 7:54;FM-15;24;68;14
16.01.2015 8:54;FM-15;30;58;11
16.01.2015 9:54;FM-15;31;61;10
16.01.2015 10:00;FM-12;31;61;10
16.01.2015 10:54;FM-15;35;57;13
16.01.2015 11:54;FM-15;37;50;16
16.01.2015 12:54;FM-15;37;52;15
16.01.2015 13:00;FM-12;37;52;15
16.01.2015 13:54;FM-15;36;52;20
16.01.2015 14:54;FM-15;34;48;21
16.01.2015 15:54;FM-15;32;38;23
16.01.2015 16:00;FM-12;32;38;23
16.01.2015 16:54;FM-15;28;41;21
16.01.2015 17:54;FM-15;26;35;22
16.01.2015 18:54;FM-15;24;33;18
16.01.2015 19:00;FM-12;24;33;18
16.01.2015 19:54;FM-15;22;35;21
16.01.2015 20:54;FM-15;20;38;18
16.01.2015 21:54;FM-15;18;37;21
16.01.2015 22:00;FM-12;18;37;21
16.01.2015 22:54;FM-15;17;39;22
16.01.2015 23:54;FM-15;16;43;18
16.01.2015 23:59;SOD;NA;NA;NA
17.01.2015 0:54;FM-15;14;42;17
17.01.2015 1:00;FM-12;14;42;17
17.01.2015 1:54;FM-15;13;42;15
17.01.2015 2:54;FM-15;12;42;16
17.01.2015 3:54;FM-15;12;40;17
17.01.2015 4:00;FM-12;12;40;17
17.01.2015 4:54;FM-15;11;42;20
17.01.2015 5:54;FM-15;10;41;17
17.01.2015 6:54;FM-15;9;46;15
17.01.2015 7:54;FM-15;9;46;15
17.01.2015 8:54;FM-15;10;41;14
17.01.2015 9:54;FM-15;12;38;11
17.01.2015 10:00;FM-12;12;38;11
17.01.2015 10:54;FM-15;15;35;8
17.01.2015 11:54;FM-15;17;32;3
17.01.2015 12:54;FM-15;19;28;3
17.01.2015 13:00;FM-12;19;28;3
17.01.2015 13:54;FM-15;22;25;3
17.01.2015 14:54;FM-15;21;34;7
17.01.2015 15:54;FM-15;21;33;3
