DATE;REPORTTPYE;HOURLYDRYBULBTEMPF;HOURLYRelativeHumidity;HOURLYWindSpeed
22.11.2015 7:54;FM-15;47;83;9
22.11.2015 8:19;FM-16;46;87;6
22.11.2015 8:54;FM-15;47;83;5
22.11.2015 9:54;FM-15;47;86;0
22.11.2015 10:00;FM-12;47;86;0
22.11.2015 10:54;FM-15;49;83;5
22.11.2015 11:54;FM-15;46;83;5
22.11.2015 12:27;FM-16;46;76;7
22.11.2015 12:54;FM-15;45;83;8
22.11.2015 13:00;FM-12;45;83;8
22.11.2015 13:54;FM-15;44;85;9
22.11.2015 14:14;FM-16;45;87;7
22.11.2015 14:40;FM-16;45;87;9
22.11.2015 14:54;FM-15;45;86;7
22.11.2015 15:54;FM-15;45;86;3
22.11.2015 16:00;FM-12;45;86;3
22.11.2015 16:54;FM-15;45;83;8
22.11.2015 17:54;FM-15;44;85;7
22.11.2015 18:54;FM-15;44;89;5
22.11.2015 19:00;FM-12;44;89;5
22.11.2015 19:54;FM-15;44;85;7
22.11.2015 20:54;FM-15;44;83;9
22.11.2015 21:54;FM-15;43;80;14
22.11.2015 22:00;FM-12;43;80;14
22.11.2015 22:54;FM-15;41;82;18
22.11.2015 23:54;FM-15;39;86;16
22.11.2015 23:59;SOD;NA;NA;NA
23.11.2015 0:54;FM-15;39;86;14
23.11.2015 1:00;FM-12;39;86;14
23.11.2015 1:22;FM-16;39;81;13
23.11.2015 1:54;FM-15;39;82;10
23.11.2015 2:18;FM-16;39;87;9
23.11.2015 2:54;FM-15;39;86;10
23.11.2015 3:54;FM-15;39;86;9
23.11.2015 4:00;FM-12;39;86;9
23.11.2015 4:54;FM-15;39;65;13
23.11.2015 5:54;FM-15;38;60;17
23.11.2015 6:54;FM-15;37;54;13
23.11.2015 7:00;FM-12;37;54;13
23.11.2015 7:54;FM-15;36;55;14
23.11.2015 8:54;FM-15;37;50;17
23.11.2015 9:54;FM-15;38;51;16
23.11.2015 10:00;FM-12;38;51;16
23.11.2015 10:54;FM-15;40;45;14
23.11.2015 11:54;FM-15;41;38;16
23.11.2015 12:54;FM-15;41;35;16
23.11.2015 13:00;FM-12;41;35;16
23.11.2015 13:54;FM-15;41;30;16
23.11.2015 14:54;FM-15;40;28;16
23.11.2015 15:54;FM-15;38;29;16
23.11.2015 16:00;FM-12;38;29;16
23.11.2015 16:41;FM-16;36;30;15
23.11.2015 16:54;FM-15;37;28;16
23.11.2015 17:54;FM-15;35;28;15
23.11.2015 18:54;FM-15;34;32;13
23.11.2015 19:00;FM-12;34;32;13
23.11.2015 19:54;FM-15;33;33;13
23.11.2015 20:54;FM-15;32;36;10
23.11.2015 21:54;FM-15;32;38;13
23.11.2015 22:00;FM-12;32;38;13
23.11.2015 22:54;FM-15;31;42;9
23.11.2015 23:54;FM-15;30;43;6
23.11.2015 23:59;SOD;NA;NA;NA
24.11.2015 0:54;FM-15;30;45;10
24.11.2015 1:00;FM-12;30;45;10
24.11.2015 1:54;FM-15;30;45;11
24.11.2015 2:54;FM-15;29;49;9
24.11.2015 3:54;FM-15;30;47;7
24.11.2015 4:00;FM-12;30;47;7
24.11.2015 4:54;FM-15;30;47;9
24.11.2015 5:54;FM-15;30;47;9
24.11.2015 6:54;FM-15;30;51;6
24.11.2015 7:00;FM-12;30;51;6
24.11.2015 7:54;FM-15;32;47;10
24.11.2015 8:54;FM-15;34;48;8
24.11.2015 9:54;FM-15;37;46;11
24.11.2015 10:00;FM-12;37;46;11
24.11.2015 10:54;FM-15;39;45;9
24.11.2015 11:54;FM-15;41;39;8
24.11.2015 12:54;FM-15;43;37;8
24.11.2015 13:00;FM-12;43;37;8
24.11.2015 13:54;FM-15;43;35;7
24.11.2015 14:54;FM-15;43;34;9
24.11.2015 15:54;FM-15;42;35;10
24.11.2015 16:00;FM-12;42;35;10
24.11.2015 16:54;FM-15;42;35;7
24.11.2015 17:54;FM-15;42;36;7
24.11.2015 18:54;FM-15;41;39;7
24.11.2015 19:00;FM-12;41;39;7
24.11.2015 19:54;FM-15;39;46;5
24.11.2015 20:54;FM-15;39;48;3
24.11.2015 21:54;FM-15;40;45;8
24.11.2015 22:00;FM-12;40;45;8
24.11.2015 22:54;FM-15;38;48;7
24.11.2015 23:54;FM-15;37;52;6
24.11.2015 23:59;SOD;NA;NA;NA
25.11.2015 0:54;FM-15;35;54;8
25.11.2015 1:00;FM-12;35;54;8
25.11.2015 1:54;FM-15;34;59;5
25.11.2015 2:54;FM-15;33;61;3
25.11.2015 3:54;FM-15;33;61;5
25.11.2015 4:00;FM-12;33;61;5
25.11.2015 4:54;FM-15;31;69;5
25.11.2015 5:54;FM-15;30;66;0
25.11.2015 6:54;FM-15;34;61;3
25.11.2015 7:00;FM-12;34;61;3
25.11.2015 7:54;FM-15;36;59;0
25.11.2015 8:54;FM-15;38;57;5
25.11.2015 9:54;FM-15;42;51;3
25.11.2015 10:00;FM-12;42;51;3
25.11.2015 10:54;FM-15;43;53;5
25.11.2015 11:54;FM-15;44;58;7
25.11.2015 12:54;FM-15;44;58;6
25.11.2015 13:00;FM-12;44;58;6
25.11.2015 13:54;FM-15;44;60;8
25.11.2015 14:54;FM-15;44;58;7
25.11.2015 15:54;FM-15;42;62;8
25.11.2015 16:00;FM-12;42;62;8
25.11.2015 16:54;FM-15;42;65;9
25.11.2015 17:54;FM-15;42;68;8
25.11.2015 18:54;FM-15;42;68;9
25.11.2015 19:00;FM-12;42;68;9
25.11.2015 19:54;FM-15;40;70;10
25.11.2015 20:54;FM-15;39;70;9
25.11.2015 21:54;FM-15;39;73;7
25.11.2015 22:00;FM-12;39;73;7
25.11.2015 22:54;FM-15;40;73;8
25.11.2015 23:54;FM-15;40;79;8
25.11.2015 23:59;SOD;NA;NA;NA
26.11.2015 0:54;FM-15;41;79;8
26.11.2015 1:00;FM-12;41;79;8
26.11.2015 1:54;FM-15;43;76;8
26.11.2015 2:54;FM-15;42;76;7
26.11.2015 3:54;FM-15;41;76;8
26.11.2015 4:00;FM-12;41;76;8
26.11.2015 4:54;FM-15;41;82;10
26.11.2015 5:54;FM-15;43;76;8
26.11.2015 6:54;FM-15;43;80;6
26.11.2015 7:00;FM-12;43;80;6
26.11.2015 7:54;FM-15;44;76;5
26.11.2015 8:54;FM-15;46;77;8
26.11.2015 9:54;FM-15;50;74;8
26.11.2015 10:00;FM-12;50;74;8
26.11.2015 10:44;FM-16;54;67;11
26.11.2015 10:54;FM-15;54;67;15
26.11.2015 11:38;FM-16;55;67;15
26.11.2015 11:54;FM-15;56;65;14
26.11.2015 12:54;FM-15;58;56;18
26.11.2015 13:00;FM-12;58;56;18
26.11.2015 13:54;FM-15;57;60;15
26.11.2015 14:54;FM-15;57;60;14
26.11.2015 15:54;FM-15;53;74;11
26.11.2015 16:00;FM-12;53;74;11
26.11.2015 16:54;FM-15;51;80;8
26.11.2015 17:54;FM-15;49;83;9
26.11.2015 18:54;FM-15;47;90;7
26.11.2015 19:00;FM-12;47;90;7
26.11.2015 19:54;FM-15;48;93;9
26.11.2015 20:38;FM-16;48;94;8
26.11.2015 20:54;FM-15;48;96;6
26.11.2015 21:26;FM-16;48;94;8
26.11.2015 21:54;FM-15;49;97;8
26.11.2015 22:00;FM-12;49;97;8
26.11.2015 22:54;FM-15;50;96;10
26.11.2015 23:11;FM-16;48;100;9
26.11.2015 23:43;FM-16;48;94;8
26.11.2015 23:54;FM-15;47;97;7
26.11.2015 23:59;SOD;NA;NA;NA
27.11.2015 0:09;FM-16;48;100;9
27.11.2015 0:54;FM-15;49;93;7
27.11.2015 1:00;FM-12;49;93;7
27.11.2015 1:44;FM-16;48;100;9
27.11.2015 1:54;FM-15;49;97;9
27.11.2015 2:54;FM-15;50;96;9
27.11.2015 3:54;FM-15;51;96;11
27.11.2015 4:00;FM-12;51;96;11
27.11.2015 4:54;FM-15;51;92;9
27.11.2015 5:43;FM-16;52;88;8
27.11.2015 5:54;FM-15;51;96;8
27.11.2015 6:54;FM-15;51;92;8
27.11.2015 7:00;FM-12;51;92;8
27.11.2015 7:16;FM-16;52;88;9
27.11.2015 7:44;FM-16;50;94;7
27.11.2015 7:54;FM-15;51;92;6
27.11.2015 8:43;FM-16;54;94;10
27.11.2015 8:54;FM-15;55;90;11
27.11.2015 9:12;FM-16;55;88;11
27.11.2015 9:54;FM-15;57;81;20
27.11.2015 10:00;FM-12;57;81;20
27.11.2015 10:54;FM-15;60;72;17
27.11.2015 11:34;FM-16;61;68;20
27.11.2015 11:54;FM-15;62;65;23
27.11.2015 12:54;FM-15;62;62;25
27.11.2015 13:00;FM-12;62;62;25
27.11.2015 13:54;FM-15;64;58;18
27.11.2015 14:54;FM-15;63;56;21
27.11.2015 15:54;FM-15;61;63;17
27.11.2015 16:00;FM-12;61;63;17
27.11.2015 16:54;FM-15;59;67;13
27.11.2015 17:54;FM-15;59;67;14
27.11.2015 18:54;FM-15;57;72;15
27.11.2015 19:00;FM-12;57;72;15
27.11.2015 19:54;FM-15;56;77;13
27.11.2015 20:54;FM-15;55;80;17
27.11.2015 21:54;FM-15;56;77;15
27.11.2015 22:00;FM-12;56;77;15
27.11.2015 22:54;FM-15;56;75;14
27.11.2015 23:54;FM-15;57;69;17
27.11.2015 23:59;SOD;NA;NA;NA
28.11.2015 0:54;FM-15;57;67;11
28.11.2015 1:00;FM-12;57;67;11
28.11.2015 1:54;FM-15;57;67;10
28.11.2015 2:54;FM-15;57;67;13
28.11.2015 3:54;FM-15;57;67;10
28.11.2015 4:00;FM-12;57;67;10
28.11.2015 4:54;FM-15;57;67;8
28.11.2015 5:54;FM-15;58;65;8
28.11.2015 6:54;FM-15;57;67;8
28.11.2015 7:00;FM-12;57;67;8
28.11.2015 7:54;FM-15;57;69;9
28.11.2015 8:54;FM-15;54;83;10
28.11.2015 9:37;FM-16;52;94;11
28.11.2015 9:54;FM-15;51;89;14
28.11.2015 10:00;FM-12;51;89;14
28.11.2015 10:02;FM-16;50;94;13
28.11.2015 10:30;FM-16;48;94;9
28.11.2015 10:54;FM-15;49;93;8
28.11.2015 11:09;FM-16;48;94;9
28.11.2015 11:24;FM-16;48;94;11
28.11.2015 11:52;FM-16;46;93;13
28.11.2015 11:54;FM-15;47;93;15
28.11.2015 12:54;FM-15;46;89;17
28.11.2015 13:00;FM-12;46;89;17
28.11.2015 13:54;FM-15;44;89;13
28.11.2015 14:54;FM-15;44;85;8
28.11.2015 15:54;FM-15;43;86;8
28.11.2015 16:00;FM-12;43;86;8
28.11.2015 16:31;FM-16;43;87;9
28.11.2015 16:54;FM-15;43;86;8
28.11.2015 17:54;FM-15;43;86;8
28.11.2015 18:54;FM-15;43;86;9
28.11.2015 19:00;FM-12;43;86;9
28.11.2015 19:54;FM-15;42;85;9
28.11.2015 20:54;FM-15;42;85;6
28.11.2015 21:54;FM-15;42;85;7
28.11.2015 22:00;FM-12;42;85;7
28.11.2015 22:54;FM-15;41;86;6
28.11.2015 23:54;FM-15;41;82;9
28.11.2015 23:59;SOD;NA;NA;NA
29.11.2015 0:54;FM-15;39;79;7
29.11.2015 1:00;FM-12;39;79;7
29.11.2015 1:54;FM-15;37;79;9
29.11.2015 2:20;FM-16;36;75;13
29.11.2015 2:54;FM-15;35;76;13
29.11.2015 3:54;FM-15;34;75;13
29.11.2015 4:00;FM-12;34;75;13
29.11.2015 4:54;FM-15;33;75;10
29.11.2015 5:54;FM-15;32;79;10
29.11.2015 6:54;FM-15;32;79;7
29.11.2015 7:00;FM-12;32;79;7
29.11.2015 7:54;FM-15;32;79;8
29.11.2015 8:54;FM-15;34;67;9
29.11.2015 9:54;FM-15;37;57;6
29.11.2015 10:00;FM-12;37;57;6
29.11.2015 10:54;FM-15;39;48;8
29.11.2015 11:54;FM-15;42;40;10
29.11.2015 12:54;FM-15;42;41;9
29.11.2015 13:00;FM-12;42;41;9
29.11.2015 13:54;FM-15;43;40;7
29.11.2015 14:54;FM-15;43;37;8
29.11.2015 15:54;FM-15;41;39;9
29.11.2015 16:00;FM-12;41;39;9
29.11.2015 16:54;FM-15;39;38;11
29.11.2015 17:54;FM-15;38;43;8
29.11.2015 18:54;FM-15;37;48;14
29.11.2015 19:00;FM-12;37;48;14
29.11.2015 19:54;FM-15;35;54;13
29.11.2015 20:54;FM-15;34;56;11
29.11.2015 21:54;FM-15;34;56;11
29.11.2015 22:00;FM-12;34;56;11
29.11.2015 22:54;FM-15;33;61;9
29.11.2015 23:54;FM-15;32;64;11
29.11.2015 23:59;SOD;NA;NA;NA
30.11.2015 0:54;FM-15;31;69;11
30.11.2015 1:00;FM-12;31;69;11
30.11.2015 1:54;FM-15;31;67;10
30.11.2015 2:54;FM-15;30;66;11
30.11.2015 3:54;FM-15;30;66;9
30.11.2015 4:00;FM-12;30;66;9
30.11.2015 4:54;FM-15;30;66;13
30.11.2015 5:54;FM-15;29;66;9
30.11.2015 6:54;FM-15;28;66;7
30.11.2015 7:00;FM-12;28;66;7
30.11.2015 7:54;FM-15;29;66;8
30.11.2015 8:54;FM-15;31;64;9
30.11.2015 9:54;FM-15;34;64;10
30.11.2015 10:00;FM-12;34;64;10
30.11.2015 10:54;FM-15;36;57;9
30.11.2015 11:54;FM-15;38;55;8
30.11.2015 12:54;FM-15;36;62;8
30.11.2015 13:00;FM-12;36;62;8
30.11.2015 13:54;FM-15;36;62;6
30.11.2015 14:54;FM-15;36;62;3
30.11.2015 15:54;FM-15;37;59;7
30.11.2015 16:00;FM-12;37;59;7
30.11.2015 16:54;FM-15;37;59;9
30.11.2015 17:54;FM-15;37;62;9
30.11.2015 18:54;FM-15;36;64;8
30.11.2015 19:00;FM-12;36;64;8
30.11.2015 19:54;FM-15;36;64;7
30.11.2015 20:54;FM-15;35;67;10
30.11.2015 21:54;FM-15;34;73;9
30.11.2015 22:00;FM-12;34;73;9
30.11.2015 22:54;FM-15;34;70;9
30.11.2015 23:54;FM-15;33;72;6
30.11.2015 23:59;SOD;NA;NA;NA
01.12.2015 0:54;FM-15;33;72;7
01.12.2015 1:00;FM-12;33;72;7
01.12.2015 1:54;FM-15;33;75;0
01.12.2015 2:54;FM-15;34;75;3
01.12.2015 3:54;FM-15;34;73;0
01.12.2015 4:00;FM-12;34;73;0
01.12.2015 4:54;FM-15;32;79;0
01.12.2015 5:54;FM-15;34;73;0
01.12.2015 6:54;FM-15;33;78;0
01.12.2015 7:00;FM-12;33;78;0
01.12.2015 7:54;FM-15;37;79;3
01.12.2015 8:54;FM-15;39;79;6
01.12.2015 9:22;FM-16;41;76;8
01.12.2015 9:52;FM-16;43;71;8
01.12.2015 9:54;FM-15;42;73;8
01.12.2015 10:00;FM-12;42;73;8
01.12.2015 10:42;FM-16;43;71;8
01.12.2015 10:54;FM-15;43;71;11
01.12.2015 11:35;FM-16;43;71;15
01.12.2015 11:54;FM-15;43;71;13
01.12.2015 12:54;FM-15;43;71;11
01.12.2015 13:00;FM-12;43;71;11
01.12.2015 13:54;FM-15;43;74;13
01.12.2015 14:54;FM-15;43;74;10
01.12.2015 15:54;FM-15;43;74;8
01.12.2015 16:00;FM-12;43;74;8
01.12.2015 16:54;FM-15;44;73;6
01.12.2015 17:54;FM-15;44;76;6
01.12.2015 18:43;FM-16;45;81;9
01.12.2015 18:54;FM-15;44;85;7
01.12.2015 19:00;FM-12;44;85;7
01.12.2015 19:31;FM-16;45;93;7
01.12.2015 19:52;FM-16;45;93;7
01.12.2015 19:54;FM-15;44;93;7
01.12.2015 20:40;FM-16;45;93;6
01.12.2015 20:54;FM-15;44;93;5
01.12.2015 21:07;FM-16;45;93;6
01.12.2015 21:40;FM-16;45;93;6
01.12.2015 21:54;FM-15;44;96;5
01.12.2015 21:57;FM-16;45;93;5
01.12.2015 22:00;FM-12;44;96;5
01.12.2015 22:40;FM-16;45;93;6
01.12.2015 22:54;FM-15;42;96;8
01.12.2015 23:03;FM-16;43;93;6
01.12.2015 23:54;FM-15;41;96;8
01.12.2015 23:59;SOD;NA;NA;NA
02.12.2015 0:42;FM-16;43;93;6
02.12.2015 0:54;FM-15;42;96;7
02.12.2015 1:00;FM-12;42;96;7
02.12.2015 1:54;FM-15;41;96;10
02.12.2015 2:31;FM-16;39;93;8
02.12.2015 2:54;FM-15;40;97;8
02.12.2015 3:05;FM-16;39;100;8
02.12.2015 3:54;FM-15;39;100;7
02.12.2015 4:00;FM-12;39;100;7
02.12.2015 4:54;FM-15;40;97;6
02.12.2015 5:52;FM-16;39;100;5
02.12.2015 5:54;FM-15;40;97;3
02.12.2015 6:10;FM-16;39;100;7
02.12.2015 6:54;FM-15;40;97;5
02.12.2015 7:00;FM-12;40;97;5
02.12.2015 7:54;FM-15;41;93;5
02.12.2015 8:54;FM-15;42;92;0
02.12.2015 9:54;FM-15;42;92;3
02.12.2015 10:00;FM-12;42;92;3
02.12.2015 10:08;FM-16;43;87;0
02.12.2015 10:54;FM-15;43;93;0
02.12.2015 11:49;FM-16;45;93;0
02.12.2015 11:50;FM-15;44;93;0
02.12.2015 12:00;FM-16;45;93;0
02.12.2015 12:54;FM-15;44;93;5
02.12.2015 13:00;FM-12;44;93;5
02.12.2015 13:54;FM-15;45;93;7
02.12.2015 14:28;FM-16;45;100;5
02.12.2015 14:42;FM-16;45;100;0
02.12.2015 14:47;FM-16;45;100;0
02.12.2015 14:54;FM-15;44;100;3
02.12.2015 15:54;FM-15;45;93;3
02.12.2015 16:00;FM-12;45;93;3
02.12.2015 16:15;FM-16;45;100;0
02.12.2015 16:27;FM-16;45;100;0
02.12.2015 16:41;FM-16;46;93;0
02.12.2015 16:45;FM-16;46;100;0
02.12.2015 16:52;FM-16;46;100;0
02.12.2015 16:54;FM-15;46;96;0
02.12.2015 17:29;FM-16;46;93;3
02.12.2015 17:38;FM-16;46;93;3
02.12.2015 17:43;FM-16;46;93;0
02.12.2015 17:54;FM-15;46;96;3
02.12.2015 18:07;FM-16;46;93;0
02.12.2015 18:46;FM-16;46;100;0
02.12.2015 18:54;FM-15;47;97;0
02.12.2015 19:00;FM-12;47;97;0
02.12.2015 19:28;FM-16;46;100;5
02.12.2015 19:54;FM-15;47;97;7
02.12.2015 20:11;FM-16;48;100;0
02.12.2015 20:54;FM-15;49;100;5
02.12.2015 21:54;FM-15;50;100;3
02.12.2015 22:00;FM-12;50;100;3
02.12.2015 22:54;FM-15;49;100;0
02.12.2015 23:11;FM-16;50;100;0
02.12.2015 23:32;FM-16;50;100;0
02.12.2015 23:54;FM-15;51;100;0
02.12.2015 23:59;SOD;NA;NA;NA
03.12.2015 0:25;FM-16;52;94;3
03.12.2015 0:33;FM-16;52;94;0
03.12.2015 0:52;FM-16;50;100;0
03.12.2015 0:54;FM-15;50;100;3
03.12.2015 1:00;FM-12;50;100;3
03.12.2015 1:08;FM-16;48;100;0
03.12.2015 1:22;FM-16;48;100;0
03.12.2015 1:28;FM-16;48;100;0
03.12.2015 1:40;FM-16;50;94;3
03.12.2015 1:52;FM-16;50;94;0
03.12.2015 1:54;FM-15;49;100;0
03.12.2015 2:20;FM-16;48;100;0
03.12.2015 2:54;FM-15;48;100;5
03.12.2015 2:59;FM-16;48;100;6
03.12.2015 3:54;FM-15;50;96;6
03.12.2015 4:00;FM-12;50;96;6
03.12.2015 4:54;FM-15;51;92;10
03.12.2015 5:54;FM-15;51;89;7
03.12.2015 6:54;FM-15;50;86;8
03.12.2015 7:00;FM-12;50;86;8
03.12.2015 7:54;FM-15;49;80;16
03.12.2015 8:54;FM-15;48;77;11
03.12.2015 9:32;FM-16;46;76;18
03.12.2015 9:54;FM-15;47;74;15
03.12.2015 10:00;FM-12;47;74;15
03.12.2015 10:54;FM-15;47;71;21
03.12.2015 11:16;FM-16;48;66;20
03.12.2015 11:54;FM-15;47;63;20
03.12.2015 12:54;FM-15;47;61;20
03.12.2015 13:00;FM-12;47;61;20
03.12.2015 13:54;FM-15;47;54;25
03.12.2015 14:54;FM-15;47;52;25
03.12.2015 15:54;FM-15;46;50;18
03.12.2015 16:00;FM-12;46;50;18
03.12.2015 16:54;FM-15;45;49;21
03.12.2015 17:54;FM-15;44;51;18
03.12.2015 18:54;FM-15;44;51;16
03.12.2015 19:00;FM-12;44;51;16
03.12.2015 19:54;FM-15;43;53;21
03.12.2015 20:54;FM-15;42;58;13
03.12.2015 21:54;FM-15;41;62;11
03.12.2015 22:00;FM-12;41;62;11
03.12.2015 22:54;FM-15;41;65;15
03.12.2015 23:54;FM-15;41;65;14
03.12.2015 23:59;SOD;NA;NA;NA
04.12.2015 0:54;FM-15;41;62;14
04.12.2015 1:00;FM-12;41;62;14
04.12.2015 1:54;FM-15;40;65;11
04.12.2015 2:54;FM-15;40;65;9
04.12.2015 3:54;FM-15;39;65;11
04.12.2015 4:00;FM-12;39;65;11
04.12.2015 4:54;FM-15;39;65;10
04.12.2015 5:54;FM-15;38;68;8
04.12.2015 6:54;FM-15;38;68;9
04.12.2015 7:00;FM-12;38;68;9
04.12.2015 7:54;FM-15;39;65;8
04.12.2015 8:54;FM-15;42;58;8
04.12.2015 9:54;FM-15;43;58;9
04.12.2015 10:00;FM-12;43;58;9
04.12.2015 10:54;FM-15;44;55;10
04.12.2015 11:54;FM-15;46;51;11
04.12.2015 12:54;FM-15;47;52;13
04.12.2015 13:00;FM-12;47;52;13
04.12.2015 13:54;FM-15;48;48;14
04.12.2015 14:54;FM-15;47;50;20
04.12.2015 15:54;FM-15;47;52;10
04.12.2015 16:00;FM-12;47;52;10
04.12.2015 16:54;FM-15;46;54;11
04.12.2015 17:54;FM-15;47;54;9
04.12.2015 18:54;FM-15;46;56;7
04.12.2015 19:00;FM-12;46;56;7
04.12.2015 19:54;FM-15;45;58;8
04.12.2015 20:54;FM-15;45;58;11
04.12.2015 21:54;FM-15;45;58;10
04.12.2015 22:00;FM-12;45;58;10
04.12.2015 22:54;FM-15;44;60;11
04.12.2015 23:54;FM-15;42;65;10
04.12.2015 23:59;SOD;NA;NA;NA
05.12.2015 0:54;FM-15;42;65;10
05.12.2015 1:00;FM-12;42;65;10
05.12.2015 1:54;FM-15;40;70;6
05.12.2015 2:54;FM-15;40;70;8
05.12.2015 3:54;FM-15;40;70;7
05.12.2015 4:00;FM-12;40;70;7
05.12.2015 4:54;FM-15;40;70;5
05.12.2015 5:54;FM-15;40;70;10
05.12.2015 6:54;FM-15;39;73;8
05.12.2015 7:00;FM-12;39;73;8
05.12.2015 7:54;FM-15;41;70;9
05.12.2015 8:54;FM-15;43;68;6
05.12.2015 9:54;FM-15;46;61;9
05.12.2015 10:00;FM-12;46;61;9
05.12.2015 10:54;FM-15;48;56;10
05.12.2015 11:54;FM-15;50;54;6
05.12.2015 12:54;FM-15;51;50;5
05.12.2015 13:00;FM-12;51;50;5
05.12.2015 13:54;FM-15;52;50;3
05.12.2015 14:54;FM-15;52;49;0
05.12.2015 15:54;FM-15;46;73;5
05.12.2015 16:00;FM-12;46;73;5
05.12.2015 16:54;FM-15;44;73;7
05.12.2015 17:54;FM-15;44;73;7
05.12.2015 18:54;FM-15;42;79;8
05.12.2015 19:00;FM-12;42;79;8
05.12.2015 19:54;FM-15;41;79;6
05.12.2015 20:54;FM-15;41;76;5
05.12.2015 21:54;FM-15;42;76;8
05.12.2015 22:00;FM-12;42;76;8
05.12.2015 22:54;FM-15;41;79;8
05.12.2015 23:54;FM-15;40;79;8
05.12.2015 23:59;SOD;NA;NA;NA
06.12.2015 0:54;FM-15;39;79;5
06.12.2015 1:00;FM-12;39;79;5
06.12.2015 1:54;FM-15;39;79;3
06.12.2015 2:54;FM-15;37;82;8
06.12.2015 3:54;FM-15;37;86;9
06.12.2015 4:00;FM-12;37;86;9
06.12.2015 4:54;FM-15;37;86;10
06.12.2015 5:54;FM-15;36;86;9
06.12.2015 6:54;FM-15;36;86;11
06.12.2015 7:00;FM-12;36;86;11
06.12.2015 7:54;FM-15;38;83;9
06.12.2015 8:54;FM-15;42;71;8
06.12.2015 9:54;FM-15;45;66;7
06.12.2015 10:00;FM-12;45;66;7
06.12.2015 10:54;FM-15;49;52;10
06.12.2015 11:54;FM-15;52;47;13
06.12.2015 12:54;FM-15;56;39;7
06.12.2015 13:00;FM-12;56;39;7
06.12.2015 13:54;FM-15;58;35;9
06.12.2015 14:54;FM-15;58;32;7
06.12.2015 15:54;FM-15;56;34;9
06.12.2015 16:00;FM-12;56;34;9
06.12.2015 16:54;FM-15;52;45;8
06.12.2015 17:54;FM-15;49;55;8
06.12.2015 18:54;FM-15;46;66;6
06.12.2015 19:00;FM-12;46;66;6
06.12.2015 19:54;FM-15;46;66;10
06.12.2015 20:54;FM-15;45;63;6
06.12.2015 21:54;FM-15;44;65;6
06.12.2015 22:00;FM-12;44;65;6
06.12.2015 22:54;FM-15;43;68;9
06.12.2015 23:54;FM-15;42;71;7
06.12.2015 23:59;SOD;NA;NA;NA
07.12.2015 0:54;FM-15;42;73;9
07.12.2015 1:00;FM-12;42;73;9
07.12.2015 1:54;FM-15;40;83;9
07.12.2015 2:54;FM-15;41;79;13
07.12.2015 3:54;FM-15;40;79;15
07.12.2015 4:00;FM-12;40;79;15
07.12.2015 4:54;FM-15;39;82;3
07.12.2015 5:54;FM-15;38;86;7
07.12.2015 6:54;FM-15;38;86;8
07.12.2015 7:00;FM-12;38;86;8
07.12.2015 7:54;FM-15;38;86;9
07.12.2015 8:54;FM-15;41;76;7
07.12.2015 9:54;FM-15;45;66;8
07.12.2015 10:00;FM-12;45;66;8
07.12.2015 10:54;FM-15;49;52;0
07.12.2015 11:54;FM-15;52;43;5
07.12.2015 12:54;FM-15;54;40;0
07.12.2015 13:00;FM-12;54;40;0
07.12.2015 13:54;FM-15;56;39;5
07.12.2015 14:54;FM-15;56;39;6
07.12.2015 15:54;FM-15;55;35;3
07.12.2015 16:00;FM-12;55;35;3
07.12.2015 16:54;FM-15;52;43;0
07.12.2015 17:54;FM-15;48;46;6
07.12.2015 18:54;FM-15;46;77;5
07.12.2015 19:00;FM-12;46;77;5
07.12.2015 19:54;FM-15;47;46;8
07.12.2015 20:54;FM-15;46;46;7
07.12.2015 21:54;FM-15;45;56;11
07.12.2015 22:00;FM-12;45;56;11
07.12.2015 22:54;FM-15;45;77;16
07.12.2015 23:54;FM-15;44;73;16
07.12.2015 23:59;SOD;NA;NA;NA
08.12.2015 0:01;FM-16;45;71;18
08.12.2015 0:54;FM-15;43;71;18
08.12.2015 1:00;FM-12;43;71;18
08.12.2015 1:54;FM-15;43;71;9
08.12.2015 2:54;FM-15;43;71;14
08.12.2015 3:54;FM-15;40;70;8
08.12.2015 4:00;FM-12;40;70;8
08.12.2015 4:54;FM-15;39;67;13
08.12.2015 5:35;FM-16;37;75;13
08.12.2015 5:54;FM-15;38;73;11
08.12.2015 6:30;FM-16;39;70;11
08.12.2015 6:54;FM-15;39;76;13
08.12.2015 7:00;FM-12;39;76;13
08.12.2015 7:54;FM-15;40;77;10
08.12.2015 8:54;FM-15;41;76;8
08.12.2015 9:47;FM-16;39;81;15
08.12.2015 9:54;FM-15;40;79;13
08.12.2015 10:00;FM-12;40;79;13
08.12.2015 10:54;FM-15;40;83;10
08.12.2015 11:54;FM-15;41;82;11
08.12.2015 12:54;FM-15;41;82;13
08.12.2015 13:00;FM-12;41;82;13
08.12.2015 13:54;FM-15;42;76;10
08.12.2015 14:54;FM-15;43;74;10
08.12.2015 15:54;FM-15;42;73;15
08.12.2015 16:00;FM-12;42;73;15
08.12.2015 16:52;FM-16;41;70;15
08.12.2015 16:54;FM-15;41;70;16
08.12.2015 17:54;FM-15;41;67;10
08.12.2015 18:54;FM-15;40;70;9
08.12.2015 19:00;FM-12;40;70;9
08.12.2015 19:54;FM-15;39;73;10
08.12.2015 20:54;FM-15;40;68;7
08.12.2015 21:54;FM-15;38;73;3
08.12.2015 22:00;FM-12;38;73;3
